prior disorder,later disorder,tso,Failure,StdErr,newf,newf_low,newf_high,model
MDE,Bipolar disorder,1,0,0.9632,3.684694777,3.625919067,3.743470486,below 20
MDE,Bipolar disorder,2,0,0.9504,5.003701239,4.934638065,5.072764413,below 20
MDE,Bipolar disorder,3,0,0.9426,5.833679544,5.758595198,5.90876389,below 20
MDE,Bipolar disorder,4,0,0.9353,6.601841119,6.521375336,6.682306902,below 20
MDE,Bipolar disorder,5,0,0.9289,7.287942854,7.202725366,7.373160343,below 20
MDE,Bipolar disorder,6,0,0.9225,7.974920997,7.884979367,8.064862627,below 20
MDE,Bipolar disorder,7,0,0.9166,8.61370634,8.519337356,8.708075325,below 20
MDE,Bipolar disorder,8,0,0.9131,8.999444565,8.90235649,9.096532641,below 20
MDE,Bipolar disorder,9,0,0.9084,9.508887951,9.408140014,9.609635889,below 20
MDE,Bipolar disorder,10,0,0.9043,9.963066275,9.858994497,10.06713805,below 20
MDE,Bipolar disorder,11,0,0.9026,10.15370177,10.04819739,10.25920615,below 20
MDE,Bipolar disorder,12,0,0.8984,10.62318331,10.51405299,10.73231363,below 20
MDE,Bipolar disorder,13,0,0.8957,10.91985971,10.8083751,11.03134433,below 20
MDE,Bipolar disorder,14,0,0.8902,11.53190975,11.41549948,11.64832001,below 20
MDE,Bipolar disorder,15,0,0.8866,11.94219861,11.82243683,12.06196039,below 20
MDE,Bipolar disorder,16,0,0.8829,12.35657353,12.23332725,12.47981982,below 20
MDE,Bipolar disorder,17,0,0.8763,13.09897404,12.96939295,13.22855512,below 20
MDE,Bipolar disorder,18,0,0.8739,13.37529757,13.2433049,13.50729023,below 20
MDE,Bipolar disorder,19,0,0.871,13.70533057,13.57038035,13.84028079,below 20
MDE,Bipolar disorder,20,0,0.8696,13.86522739,13.72878784,14.00166694,below 20
MDE,Bipolar disorder,21,0,0.8674,14.12414149,13.98518815,14.26309482,below 20
MDE,Bipolar disorder,22,0,0.8665,14.22091426,14.08098364,14.36084488,below 20
MDE,Bipolar disorder,23,0,0.8645,14.45572205,14.31336323,14.59808086,below 20
MDE,Bipolar disorder,24,0,0.8626,14.67513298,14.53037961,14.81988635,below 20
MDE,Bipolar disorder,25,0,0.8588,15.1162081,14.96649754,15.26591866,below 20
MDE,Bipolar disorder,26,0,0.8564,15.39322912,15.24029308,15.54616516,below 20
MDE,Bipolar disorder,27,0,0.8554,15.50787459,15.35354593,15.66220324,below 20
MDE,Bipolar disorder,28,0,0.8537,15.71250952,15.55555753,15.86946151,below 20
MDE,Bipolar disorder,29,0,0.8512,16.00050665,15.8396535,16.1613598,below 20
MDE,Bipolar disorder,30,0,0.8464,16.57372685,16.40488085,16.74257286,below 20
MDE,Bipolar disorder,31,0,0.8453,16.6954593,16.524848,16.8660706,below 20
MDE,Bipolar disorder,32,0,0.8446,16.78531757,16.61333443,16.95730071,below 20
MDE,Bipolar disorder,33,0,0.8434,16.92834808,16.75407232,17.10262385,below 20
MDE,Bipolar disorder,34,0,0.8406,17.25880175,17.07888602,17.43871747,below 20
MDE,Bipolar disorder,35,0,0.838,17.56647359,17.38117555,17.75177162,below 20
MDE,Bipolar disorder,36,0,0.8372,17.66224518,17.4751618,17.84932856,below 20
MDE,Bipolar disorder,37,0,0.8337,18.07713512,17.88204125,18.27222899,below 20
MDE,Bipolar disorder,39,0,0.8326,18.21384052,18.01570377,18.41197727,below 20
MDE,Bipolar disorder,40,0,0.8273,18.85195593,18.63878689,19.06512498,below 20
MDE,Bipolar disorder,42,0,0.8263,18.9659277,18.74977834,19.18207707,below 20
MDE,Bipolar disorder,44,0,0.8248,19.15196442,18.93008797,19.37384087,below 20
MDE,Bipolar disorder,45,0,0.8209,19.6159744,19.37895179,19.85299702,below 20
MDE,Bipolar disorder,49,0,0.8145,20.39930596,20.13057682,20.6680351,below 20
MDE,Bipolar disorder,58,0,0.8072,21.30084139,20.95298849,21.64869429,below 20
MDE,Bipolar disorder,1,0,0.9744,2.55703762,2.515128361,2.598946879,20to40
MDE,Bipolar disorder,2,0,0.9691,3.101383664,3.054809875,3.147957454,20to40
MDE,Bipolar disorder,3,0,0.9657,3.454264803,3.404631116,3.50389849,20to40
MDE,Bipolar disorder,4,0,0.9644,3.587116539,3.536296622,3.637936456,20to40
MDE,Bipolar disorder,5,0,0.9613,3.907902351,3.854113863,3.961690839,20to40
MDE,Bipolar disorder,6,0,0.9586,4.193846047,4.137337596,4.250354499,20to40
MDE,Bipolar disorder,7,0,0.9565,4.411508012,4.352872176,4.470143848,20to40
MDE,Bipolar disorder,8,0,0.9547,4.598037554,4.537507055,4.658568054,20to40
MDE,Bipolar disorder,9,0,0.9537,4.699728805,4.638117744,4.761339866,20to40
MDE,Bipolar disorder,10,0,0.9516,4.918903909,4.854865246,4.982942573,20to40
MDE,Bipolar disorder,11,0,0.9505,5.038355444,4.972937561,5.103773327,20to40
MDE,Bipolar disorder,12,0,0.9498,5.115756444,5.049394533,5.182118354,20to40
MDE,Bipolar disorder,13,0,0.9483,5.267847358,5.199538979,5.336155736,20to40
MDE,Bipolar disorder,14,0,0.9472,5.384265729,5.314393872,5.454137587,20to40
MDE,Bipolar disorder,15,0,0.944,5.727840053,5.65319223,5.802487876,20to40
MDE,Bipolar disorder,16,0,0.9396,6.195336063,6.114164935,6.27650719,20to40
MDE,Bipolar disorder,17,0,0.9384,6.321485029,6.238506015,6.404464042,20to40
MDE,Bipolar disorder,19,0,0.9377,6.388226164,6.304168789,6.47228354,20to40
MDE,Bipolar disorder,21,0,0.9343,6.75270432,6.662067435,6.843341206,20to40
MDE,Bipolar disorder,22,0,0.9327,6.925053781,6.831228134,7.018879429,20to40
MDE,Bipolar disorder,24,0,0.9319,7.008229826,6.91260564,7.103854013,20to40
MDE,Bipolar disorder,25,0,0.9318,7.023335391,6.927359283,7.1193115,20to40
MDE,Bipolar disorder,27,0,0.931,7.106456304,7.008202657,7.204709951,20to40
MDE,Bipolar disorder,28,0,0.9294,7.276508838,7.173331021,7.379686655,20to40
MDE,Bipolar disorder,45,0,0.9276,7.47503971,7.340071564,7.610007856,20to40
MDE,Bipolar disorder,1,0,0.984,1.596185134,1.545672498,1.64669777,above40
MDE,Bipolar disorder,2,0,0.9834,1.658900573,1.607291936,1.710509211,above40
MDE,Bipolar disorder,3,0,0.9813,1.870506293,1.81497228,1.926040307,above40
MDE,Bipolar disorder,4,0,0.9799,2.018960434,1.96049108,2.077429788,above40
MDE,Bipolar disorder,5,0,0.979,2.110585512,2.050191848,2.170979176,above40
MDE,Bipolar disorder,7,0,0.9782,2.195384659,2.132850784,2.257918535,above40
MDE,Bipolar disorder,8,0,0.9778,2.228032686,2.164595881,2.291469492,above40
MDE,Bipolar disorder,9,0,0.9766,2.350510349,2.283453801,2.417566897,above40
MDE,Bipolar disorder,11,0,0.9761,2.405823641,2.336759031,2.474888251,above40
MDE,Bipolar disorder,12,0,0.9747,2.546611472,2.472080122,2.621142822,above40
MDE,Dysthymia,1,0,0.8926,10.73953733,10.64295259,10.83612208,below 20
MDE,Dysthymia,2,0,0.8869,11.37892619,11.27908333,11.47876904,below 20
MDE,Dysthymia,3,0,0.882,11.93322205,11.83050733,12.03593678,below 20
MDE,Dysthymia,4,0,0.8778,12.41259829,12.30735073,12.51784585,below 20
MDE,Dysthymia,5,0,0.8723,13.03038947,12.92178919,13.13898975,below 20
MDE,Dysthymia,6,0,0.8659,13.76884077,13.65613906,13.88154247,below 20
MDE,Dysthymia,7,0,0.861,14.32882081,14.21290421,14.44473742,below 20
MDE,Dysthymia,8,0,0.8553,14.99402701,14.87417267,15.11388134,below 20
MDE,Dysthymia,9,0,0.8494,15.68365824,15.55961433,15.80770215,below 20
MDE,Dysthymia,10,0,0.8469,15.98201362,15.85610073,16.1079265,below 20
MDE,Dysthymia,11,0,0.8417,16.59873368,16.46884858,16.72861877,below 20
MDE,Dysthymia,12,0,0.8378,17.05652295,16.92358078,17.18946511,below 20
MDE,Dysthymia,13,0,0.8322,17.72395812,17.58642447,17.86149176,below 20
MDE,Dysthymia,14,0,0.8267,18.38228731,18.24012484,18.52444978,below 20
MDE,Dysthymia,15,0,0.8228,18.86243645,18.71680068,19.00807222,below 20
MDE,Dysthymia,16,0,0.8208,19.10487594,18.95742317,19.25232871,below 20
MDE,Dysthymia,17,0,0.8176,19.49558376,19.34507956,19.64608796,below 20
MDE,Dysthymia,18,0,0.8142,19.90105668,19.74727343,20.05483993,below 20
MDE,Dysthymia,19,0,0.8106,20.34525847,20.18777982,20.50273711,below 20
MDE,Dysthymia,20,0,0.806,20.91102225,20.74868285,21.07336164,below 20
MDE,Dysthymia,21,0,0.8013,21.49944934,21.33191374,21.66698494,below 20
MDE,Dysthymia,22,0,0.7959,22.17523335,22.00159777,22.34886892,below 20
MDE,Dysthymia,23,0,0.7907,22.83122102,22.65160873,23.0108333,below 20
MDE,Dysthymia,24,0,0.7848,23.57033607,23.38369315,23.756979,below 20
MDE,Dysthymia,25,0,0.7796,24.24052702,24.04735685,24.43369719,below 20
MDE,Dysthymia,26,0,0.7769,24.58691658,24.39024824,24.78358491,below 20
MDE,Dysthymia,27,0,0.7734,25.03622244,24.83482537,25.23761951,below 20
MDE,Dysthymia,28,0,0.7672,25.83408531,25.62384753,26.04432309,below 20
MDE,Dysthymia,29,0,0.7609,26.65620692,26.43654676,26.87586709,below 20
MDE,Dysthymia,30,0,0.7527,27.73719834,27.50483851,27.96955817,below 20
MDE,Dysthymia,31,0,0.7482,28.32692159,28.08737624,28.56646693,below 20
MDE,Dysthymia,32,0,0.7435,28.9566465,28.70926013,29.20403286,below 20
MDE,Dysthymia,33,0,0.7408,29.32857514,29.07637563,29.58077465,below 20
MDE,Dysthymia,34,0,0.7394,29.51004688,29.25535155,29.7647422,below 20
MDE,Dysthymia,35,0,0.7369,29.85455411,29.59487898,30.11422925,below 20
MDE,Dysthymia,36,0,0.726,31.32182507,31.04058456,31.60306559,below 20
MDE,Dysthymia,37,0,0.7162,32.68267482,32.3812847,32.98406494,below 20
MDE,Dysthymia,38,0,0.7132,33.10231812,32.79432001,33.41031623,below 20
MDE,Dysthymia,39,0,0.7124,33.21118832,32.90134776,33.52102888,below 20
MDE,Dysthymia,40,0,0.7071,33.95403363,33.63085123,34.27721602,below 20
MDE,Dysthymia,41,0,0.706,34.10889359,33.78269269,34.43509449,below 20
MDE,Dysthymia,42,0,0.7027,34.57082746,34.2353123,34.90634262,below 20
MDE,Dysthymia,43,0,0.7008,34.84330703,34.50177373,35.18484033,below 20
MDE,Dysthymia,44,0,0.7004,34.90841402,34.56529507,35.25153296,below 20
MDE,Dysthymia,47,0,0.6992,35.07195523,34.72388126,35.4200292,below 20
MDE,Dysthymia,48,0,0.6961,35.52478986,35.16231768,35.88726204,below 20
MDE,Dysthymia,49,0,0.6896,36.45897245,36.06762106,36.85032383,below 20
MDE,Dysthymia,50,0,0.6866,36.89098096,36.48578211,37.2961798,below 20
MDE,Dysthymia,53,0,0.68,37.84277438,37.39959306,38.28595571,below 20
MDE,Dysthymia,54,0,0.677,38.2914335,37.82884884,38.75401817,below 20
MDE,Dysthymia,56,0,0.6694,39.40563963,38.89005896,39.9212203,below 20
MDE,Dysthymia,57,0,0.6667,39.81552989,39.28013876,40.35092101,below 20
MDE,Dysthymia,59,0,0.6404,43.75984543,43.02652283,44.49316803,below 20
MDE,Dysthymia,60,0,0.6305,45.3094915,44.50224076,46.11674224,below 20
MDE,Dysthymia,62,0,0.6166,47.5149471,46.56757289,48.46232131,below 20
MDE,Dysthymia,63,0,0.605,49.39593205,48.32605129,50.46581281,below 20
MDE,Dysthymia,1,0,0.9347,6.530018069,6.465708808,6.594327329,20to40
MDE,Dysthymia,2,0,0.9299,7.048696815,6.981489942,7.115903688,20to40
MDE,Dysthymia,3,0,0.9285,7.197230599,7.129132692,7.265328506,20to40
MDE,Dysthymia,4,0,0.9267,7.389405895,7.320083293,7.458728498,20to40
MDE,Dysthymia,5,0,0.9247,7.602338321,7.531569989,7.673106654,20to40
MDE,Dysthymia,6,0,0.9219,7.90353175,7.830588531,7.976474969,20to40
MDE,Dysthymia,7,0,0.9207,8.033625505,7.95968757,8.10756344,20to40
MDE,Dysthymia,8,0,0.9171,8.423042235,8.345967953,8.500116517,20to40
MDE,Dysthymia,9,0,0.9147,8.693752421,8.614399983,8.773104858,20to40
MDE,Dysthymia,10,0,0.9124,8.945552441,8.863983898,9.027120983,20to40
MDE,Dysthymia,11,0,0.9092,9.293751021,9.208975149,9.378526894,20to40
MDE,Dysthymia,12,0,0.9076,9.470164268,9.383681533,9.556647004,20to40
MDE,Dysthymia,13,0,0.9042,9.844553976,9.754305094,9.934802858,20to40
MDE,Dysthymia,14,0,0.9024,10.04288221,9.950543479,10.13522094,20to40
MDE,Dysthymia,15,0,0.9004,10.2615999,10.16683005,10.35636974,20to40
MDE,Dysthymia,16,0,0.9001,10.29802228,10.20281976,10.3932248,20to40
MDE,Dysthymia,17,0,0.8998,10.33359884,10.2379414,10.42925628,20to40
MDE,Dysthymia,18,0,0.8982,10.51132638,10.4132689,10.60938386,20to40
MDE,Dysthymia,19,0,0.8945,10.92035297,10.81655843,11.02414751,20to40
MDE,Dysthymia,20,0,0.8929,11.09664418,10.9902905,11.20299787,20to40
MDE,Dysthymia,21,0,0.8915,11.24972965,11.14097069,11.35848861,20to40
MDE,Dysthymia,22,0,0.8911,11.30494355,11.19526023,11.41462688,20to40
MDE,Dysthymia,23,0,0.8872,11.74099618,11.623563,11.85842935,20to40
MDE,Dysthymia,24,0,0.8848,12.00386887,11.88157881,12.12615893,20to40
MDE,Dysthymia,25,0,0.8797,12.58359356,12.45036661,12.71682051,20to40
MDE,Dysthymia,26,0,0.8752,13.0917054,12.94872089,13.23468991,20to40
MDE,Dysthymia,27,0,0.8741,13.22560476,13.079909,13.37130052,20to40
MDE,Dysthymia,28,0,0.8719,13.47542572,13.32434419,13.62650726,20to40
MDE,Dysthymia,29,0,0.8684,13.87912903,13.71910324,14.03915481,20to40
MDE,Dysthymia,30,0,0.8674,13.98975072,13.82707625,14.1524252,20to40
MDE,Dysthymia,31,0,0.8637,14.41398776,14.24054359,14.58743193,20to40
MDE,Dysthymia,35,0,0.8615,14.6698025,14.48707111,14.85253388,20to40
MDE,Dysthymia,36,0,0.8581,15.06564808,14.86727796,15.2640182,20to40
MDE,Dysthymia,40,0,0.855,15.42809199,15.21046596,15.64571801,20to40
MDE,Dysthymia,45,0,0.8449,16.60353822,16.29288128,16.91419517,20to40
MDE,Dysthymia,59,0,0.8094,20.81559341,19.68794064,21.94324619,20to40
MDE,Dysthymia,1,0,0.9331,6.688062173,6.587538568,6.788585778,above40
MDE,Dysthymia,2,0,0.9303,6.993078358,6.889868283,7.096288432,above40
MDE,Dysthymia,3,0,0.928,7.241238234,7.13562285,7.346853618,above40
MDE,Dysthymia,4,0,0.9252,7.536479637,7.427696165,7.645263109,above40
MDE,Dysthymia,5,0,0.9246,7.60554921,7.495950973,7.715147446,above40
MDE,Dysthymia,6,0,0.9224,7.83912037,7.726489711,7.951751029,above40
MDE,Dysthymia,8,0,0.9218,7.906842136,7.793145106,8.020539165,above40
MDE,Dysthymia,9,0,0.9201,8.087519883,7.970731382,8.204308383,above40
MDE,Dysthymia,10,0,0.9177,8.350907797,8.229175405,8.472640189,above40
MDE,Dysthymia,11,0,0.9174,8.379968732,8.257632119,8.502305346,above40
MDE,Dysthymia,12,0,0.916,8.541283146,8.415220181,8.667346112,above40
MDE,Dysthymia,13,0,0.9156,8.584732344,8.457567861,8.711896827,above40
MDE,Dysthymia,14,0,0.9147,8.677439963,8.547705025,8.8071749,above40
MDE,Dysthymia,15,0,0.9097,9.224922777,9.079458027,9.370387527,above40
MDE,Dysthymia,16,0,0.9076,9.451833413,9.29930726,9.604359566,above40
MDE,Dysthymia,19,0,0.9065,9.579589289,9.421299422,9.737879157,above40
MDE,Panic disorder,1,0,0.9807,1.927007647,1.888698156,1.965317137,below 20
MDE,Panic disorder,2,0,0.976,2.407697979,2.364672197,2.450723761,below 20
MDE,Panic disorder,3,0,0.9725,2.769536456,2.723148342,2.815924571,below 20
MDE,Panic disorder,4,0,0.9703,2.991579842,2.943163471,3.039996212,below 20
MDE,Panic disorder,5,0,0.9691,3.118962957,3.069366634,3.168559281,below 20
MDE,Panic disorder,6,0,0.9665,3.386622824,3.334527508,3.43871814,below 20
MDE,Panic disorder,7,0,0.9657,3.464208423,3.411371101,3.517045745,below 20
MDE,Panic disorder,8,0,0.9635,3.69527029,3.640170826,3.750369754,below 20
MDE,Panic disorder,9,0,0.9604,4.019243116,3.960951631,4.077534601,below 20
MDE,Panic disorder,10,0,0.9576,4.305764665,4.244651361,4.366877969,below 20
MDE,Panic disorder,11,0,0.9544,4.641434587,4.577012242,4.705856933,below 20
MDE,Panic disorder,12,0,0.9515,4.952004169,4.884502112,5.019506226,below 20
MDE,Panic disorder,13,0,0.9496,5.14325747,5.07383008,5.21268486,below 20
MDE,Panic disorder,14,0,0.9474,5.377220329,5.305406988,5.449033669,below 20
MDE,Panic disorder,15,0,0.9458,5.545237295,5.471676908,5.618797683,below 20
MDE,Panic disorder,16,0,0.9436,5.779804633,5.703743866,5.855865399,below 20
MDE,Panic disorder,17,0,0.9405,6.112205143,6.032552934,6.191857352,below 20
MDE,Panic disorder,18,0,0.9398,6.188531133,6.108032004,6.269030263,below 20
MDE,Panic disorder,19,0,0.9377,6.403794566,6.320853364,6.486735767,below 20
MDE,Panic disorder,20,0,0.9363,6.557751722,6.473018257,6.642485187,below 20
MDE,Panic disorder,21,0,0.9352,6.670255221,6.584159882,6.75635056,below 20
MDE,Panic disorder,22,0,0.9339,6.807813032,6.719997608,6.895628456,below 20
MDE,Panic disorder,23,0,0.9337,6.834317608,6.746161385,6.922473831,below 20
MDE,Panic disorder,24,0,0.9306,7.170516729,7.077855071,7.263178387,below 20
MDE,Panic disorder,25,0,0.9281,7.43597696,7.339723832,7.532230088,below 20
MDE,Panic disorder,26,0,0.9245,7.818585901,7.71708591,7.920085892,below 20
MDE,Panic disorder,27,0,0.9224,8.053901178,7.949117083,8.158685274,below 20
MDE,Panic disorder,28,0,0.9212,8.176755247,8.070178175,8.28333232,below 20
MDE,Panic disorder,29,0,0.9201,8.299601149,8.191138781,8.408063516,below 20
MDE,Panic disorder,30,0,0.9188,8.437480545,8.326811045,8.548150045,below 20
MDE,Panic disorder,31,0,0.9178,8.544876342,8.432417845,8.657334839,below 20
MDE,Panic disorder,32,0,0.9156,8.791721639,8.675024619,8.908418659,below 20
MDE,Panic disorder,33,0,0.913,9.077299935,8.955624372,9.198975498,below 20
MDE,Panic disorder,34,0,0.9126,9.118409663,8.995974218,9.240845108,below 20
MDE,Panic disorder,35,0,0.9117,9.220435244,9.096024242,9.344846246,below 20
MDE,Panic disorder,37,0,0.9101,9.389768916,9.261721876,9.517815955,below 20
MDE,Panic disorder,38,0,0.909,9.514116475,9.383237225,9.644995724,below 20
MDE,Panic disorder,39,0,0.9065,9.788832657,9.651443087,9.926222226,below 20
MDE,Panic disorder,44,0,0.9057,9.872518784,9.732279018,10.01275855,below 20
MDE,Panic disorder,45,0,0.9032,10.15283468,10.00260251,10.30306685,below 20
MDE,Panic disorder,46,0,0.9004,10.46564242,10.30424161,10.62704322,below 20
MDE,Panic disorder,58,0,0.8956,10.99901885,10.79259868,11.20543902,below 20
MDE,Panic disorder,1,0,0.9828,1.72261624,1.692430724,1.752801755,20to40
MDE,Panic disorder,2,0,0.9808,1.926102988,1.894022328,1.958183648,20to40
MDE,Panic disorder,3,0,0.9797,2.040077408,2.006888676,2.073266141,20to40
MDE,Panic disorder,4,0,0.9776,2.245482371,2.210241145,2.280723598,20to40
MDE,Panic disorder,5,0,0.9751,2.510434618,2.472523905,2.548345332,20to40
MDE,Panic disorder,6,0,0.9728,2.738343621,2.698109438,2.778577803,20to40
MDE,Panic disorder,7,0,0.9715,2.879484984,2.83776853,2.921201438,20to40
MDE,Panic disorder,8,0,0.9707,2.957610172,2.915035168,3.000185177,20to40
MDE,Panic disorder,9,0,0.9703,3.002953068,2.959851284,3.046054853,20to40
MDE,Panic disorder,10,0,0.9687,3.160390531,3.115382749,3.205398312,20to40
MDE,Panic disorder,11,0,0.9679,3.241685246,3.195648469,3.287722024,20to40
MDE,Panic disorder,12,0,0.9673,3.30477348,3.257897097,3.351649863,20to40
MDE,Panic disorder,13,0,0.9667,3.365684041,3.317956491,3.413411591,20to40
MDE,Panic disorder,14,0,0.966,3.437845327,3.389054912,3.486635742,20to40
MDE,Panic disorder,15,0,0.9654,3.501033844,3.451264632,3.550803055,20to40
MDE,Panic disorder,16,0,0.9652,3.52584827,3.475670998,3.576025542,20to40
MDE,Panic disorder,17,0,0.9629,3.760825211,3.706654378,3.814996044,20to40
MDE,Panic disorder,18,0,0.9627,3.782517078,3.727968372,3.837065784,20to40
MDE,Panic disorder,19,0,0.9606,4.005328524,3.946774546,4.063882503,20to40
MDE,Panic disorder,20,0,0.9603,4.038926465,3.979748191,4.098104739,20to40
MDE,Panic disorder,23,0,0.9599,4.071783973,4.011832045,4.131735902,20to40
MDE,Panic disorder,25,0,0.9595,4.121254122,4.059942028,4.182566216,20to40
MDE,Panic disorder,26,0,0.9584,4.227291633,4.162911197,4.291672068,20to40
MDE,Panic disorder,31,0,0.9576,4.318270303,4.250082616,4.386457991,20to40
MDE,Panic disorder,33,0,0.9561,4.471545694,4.396212089,4.546879299,20to40
MDE,Panic disorder,34,0,0.9549,4.601282024,4.519881571,4.682682476,20to40
MDE,Panic disorder,35,0,0.9537,4.725833428,4.638448547,4.813218309,20to40
MDE,Panic disorder,36,0,0.9528,4.81572216,4.72366219,4.90778213,20to40
MDE,Panic disorder,37,0,0.9505,5.060644025,4.955859126,5.165428923,20to40
MDE,Panic disorder,1,0,0.9886,1.135616739,1.099181884,1.172051593,above40
MDE,Panic disorder,2,0,0.9883,1.167273072,1.130280458,1.204265686,above40
MDE,Panic disorder,3,0,0.9876,1.243544131,1.205092338,1.281995924,above40
MDE,Panic disorder,4,0,0.9875,1.252844019,1.214196344,1.291491693,above40
MDE,Panic disorder,5,0,0.986,1.399703224,1.357810355,1.441596092,above40
MDE,Panic disorder,6,0,0.9846,1.542993245,1.497852115,1.588134374,above40
MDE,Panic disorder,7,0,0.9842,1.586476232,1.540288625,1.632663839,above40
MDE,Panic disorder,8,0,0.9833,1.681068596,1.632447716,1.729689476,above40
MDE,Panic disorder,9,0,0.9827,1.739647636,1.689438831,1.789856441,above40
MDE,Panic disorder,10,0,0.9822,1.792091278,1.740358292,1.843824264,above40
MDE,Panic disorder,12,0,0.9811,1.903183654,1.84750946,1.958857847,above40
MDE,Panic disorder,23,0,0.9728,2.746039639,2.618680807,2.873398471,above40
MDE,GAD,1,0,0.9386,6.140189627,6.070778528,6.209600725,below 20
MDE,GAD,2,0,0.929,7.158074779,7.082623657,7.233525902,below 20
MDE,GAD,3,0,0.9245,7.649797948,7.571461056,7.728134841,below 20
MDE,GAD,4,0,0.9154,8.634941253,8.550899866,8.71898264,below 20
MDE,GAD,5,0,0.9074,9.509445168,9.420395491,9.598494844,below 20
MDE,GAD,6,0,0.8984,10.49899702,10.40431486,10.59367919,below 20
MDE,GAD,7,0,0.8938,11.0107538,10.91310615,11.10840144,below 20
MDE,GAD,8,0,0.8867,11.80267086,11.70037456,11.90496717,below 20
MDE,GAD,9,0,0.8789,12.68592227,12.57836584,12.7934787,below 20
MDE,GAD,10,0,0.8743,13.2070967,13.09639495,13.31779845,below 20
MDE,GAD,11,0,0.8683,13.89428217,13.77933571,14.00922864,below 20
MDE,GAD,12,0,0.8627,14.53889756,14.41988019,14.65791492,below 20
MDE,GAD,13,0,0.8588,14.98655117,14.86461076,15.10849157,below 20
MDE,GAD,14,0,0.8494,16.08507325,15.95588783,16.21425867,below 20
MDE,GAD,15,0,0.8441,16.70544666,16.572123,16.83877032,below 20
MDE,GAD,16,0,0.8384,17.38131085,17.24338269,17.51923901,below 20
MDE,GAD,17,0,0.8307,18.30221092,18.15785317,18.44656867,below 20
MDE,GAD,18,0,0.8208,19.49273262,19.33996874,19.6454965,below 20
MDE,GAD,19,0,0.8161,20.06870439,19.91182067,20.22558812,below 20
MDE,GAD,20,0,0.8105,20.75062737,20.58875753,20.9124972,below 20
MDE,GAD,21,0,0.8059,21.32045706,21.15432379,21.48659032,below 20
MDE,GAD,22,0,0.8022,21.77441557,21.6047892,21.94404195,below 20
MDE,GAD,23,0,0.7976,22.35547964,22.18128607,22.5296732,below 20
MDE,GAD,24,0,0.7938,22.82395866,22.645929,23.00198832,below 20
MDE,GAD,25,0,0.7881,23.54451153,23.36039614,23.72862693,below 20
MDE,GAD,26,0,0.7839,24.08155402,23.89278856,24.27031947,below 20
MDE,GAD,27,0,0.7789,24.72315327,24.52863344,24.91767311,below 20
MDE,GAD,28,0,0.7716,25.65360983,25.45043285,25.85678682,below 20
MDE,GAD,29,0,0.7674,26.19774653,25.98926614,26.40622691,below 20
MDE,GAD,30,0,0.76,27.16578672,26.94759705,27.38397639,below 20
MDE,GAD,31,0,0.7536,28.00293425,27.77617419,28.22969431,below 20
MDE,GAD,32,0,0.75,28.48831635,28.25645693,28.72017577,below 20
MDE,GAD,33,0,0.7474,28.83695705,28.60128559,29.0726285,below 20
MDE,GAD,34,0,0.7434,29.37094731,29.12915785,29.61273677,below 20
MDE,GAD,35,0,0.7381,30.0815995,29.83138424,30.33181476,below 20
MDE,GAD,36,0,0.7356,30.41439449,30.16004571,30.66874326,below 20
MDE,GAD,37,0,0.731,31.04532567,30.78286996,31.30778139,below 20
MDE,GAD,38,0,0.7293,31.27622053,31.01061164,31.54182942,below 20
MDE,GAD,39,0,0.7283,31.41594473,31.14829752,31.68359193,below 20
MDE,GAD,41,0,0.7244,31.9428025,31.6662486,32.2193564,below 20
MDE,GAD,42,0,0.7207,32.46358317,32.17803145,32.74913488,below 20
MDE,GAD,43,0,0.7193,32.65553227,32.36646169,32.94460286,below 20
MDE,GAD,45,0,0.7174,32.91976323,32.62502084,33.21450561,below 20
MDE,GAD,46,0,0.7085,34.16210855,33.84013076,34.48408635,below 20
MDE,GAD,47,0,0.7024,35.02047765,34.67992495,35.36103035,below 20
MDE,GAD,48,0,0.6956,35.98977643,35.62772951,36.35182335,below 20
MDE,GAD,49,0,0.6877,37.11814437,36.73126505,37.5050237,below 20
MDE,GAD,51,0,0.6854,37.45103385,37.0557808,37.8462869,below 20
MDE,GAD,53,0,0.6817,37.98954942,37.57926376,38.39983508,below 20
MDE,GAD,54,0,0.6753,38.93684423,38.49927053,39.37441793,below 20
MDE,GAD,57,0,0.6718,39.45650472,38.99960106,39.91340838,below 20
MDE,GAD,60,0,0.6522,42.37124846,41.78409491,42.95840201,below 20
MDE,GAD,1,0,0.9353,6.467877869,6.407686821,6.528068917,20to40
MDE,GAD,2,0,0.9299,7.047700187,6.984472415,7.110927959,20to40
MDE,GAD,3,0,0.9252,7.550038755,7.484045804,7.616031706,20to40
MDE,GAD,4,0,0.9185,8.278798621,8.208684164,8.348913078,20to40
MDE,GAD,5,0,0.9134,8.831581365,8.758262483,8.904900247,20to40
MDE,GAD,6,0,0.9093,9.286623871,9.210553201,9.36269454,20to40
MDE,GAD,7,0,0.9058,9.663688171,9.585229306,9.742147035,20to40
MDE,GAD,8,0,0.9018,10.11143912,10.0300266,10.19285165,20to40
MDE,GAD,9,0,0.9006,10.24434975,10.16201421,10.32668529,20to40
MDE,GAD,10,0,0.8976,10.56932536,10.48462253,10.65402818,20to40
MDE,GAD,11,0,0.8942,10.94916645,10.86157075,11.03676215,20to40
MDE,GAD,12,0,0.8912,11.28277194,11.19251412,11.37302976,20to40
