Prior disorder,Later disorder,Model,Time,HR,Lower,Upper
Dysthymia,Specific phobia,A,4,,,
Dysthymia,Specific phobia,A,5,,,
Dysthymia,Specific phobia,A,6,,,
Dysthymia,Agoraphobia,A,1,,,
Dysthymia,Agoraphobia,A,2,,,
Dysthymia,Agoraphobia,A,3,,,
Dysthymia,Agoraphobia,A,4,,,
Dysthymia,Agoraphobia,A,5,,,
Dysthymia,Agoraphobia,A,6,,,
Dysthymia,PTSD,A,1,,,
Dysthymia,PTSD,A,2,,,
Dysthymia,PTSD,A,3,24,20.9,27.6
Dysthymia,PTSD,A,4,12.9,11.1,15.1
Dysthymia,PTSD,A,5,,,
Dysthymia,PTSD,A,6,6.9,5.3,9.1
Dysthymia,OCD,A,1,,,
Dysthymia,OCD,A,2,,,
Dysthymia,OCD,A,3,,,
Dysthymia,OCD,A,4,,,
Dysthymia,OCD,A,5,,,
Dysthymia,OCD,A,6,,,
Dysthymia,Adult SAD,A,1,,,
Dysthymia,Adult SAD,A,2,,,
Dysthymia,Adult SAD,A,3,,,
Dysthymia,Adult SAD,A,4,,,
Dysthymia,Adult SAD,A,5,,,
Dysthymia,Adult SAD,A,6,,,
Dysthymia,Child SAD,A,1,,,
Dysthymia,Child SAD,A,2,,,
Dysthymia,Child SAD,A,3,,,
Dysthymia,Child SAD,A,4,,,
Dysthymia,Child SAD,A,5,,,
Dysthymia,Child SAD,A,6,,,
Dysthymia,Anorexia nervosa,A,1,,,
Dysthymia,Anorexia nervosa,A,2,,,
Dysthymia,Anorexia nervosa,A,3,,,
Dysthymia,Anorexia nervosa,A,4,,,
Dysthymia,Anorexia nervosa,A,5,,,
Dysthymia,Anorexia nervosa,A,6,,,
Dysthymia,Bulimia nervosa,A,1,,,
Dysthymia,Bulimia nervosa,A,2,,,
Dysthymia,Bulimia nervosa,A,3,,,
Dysthymia,Bulimia nervosa,A,4,,,
Dysthymia,Bulimia nervosa,A,5,,,
Dysthymia,Bulimia nervosa,A,6,,,
Dysthymia,Binge eating disorder,A,1,,,
Dysthymia,Binge eating disorder,A,2,,,
Dysthymia,Binge eating disorder,A,3,,,
Dysthymia,Binge eating disorder,A,4,,,
Dysthymia,Binge eating disorder,A,5,,,
Dysthymia,Binge eating disorder,A,6,,,
Dysthymia,IED,A,1,,,
Dysthymia,IED,A,2,,,
Dysthymia,IED,A,3,,,
Dysthymia,IED,A,4,,,
Dysthymia,IED,A,5,,,
Dysthymia,IED,A,6,,,
Dysthymia,ADHD,A,1,,,
Dysthymia,ADHD,A,2,,,
Dysthymia,ADHD,A,3,,,
Dysthymia,ADHD,A,4,,,
Dysthymia,ADHD,A,5,,,
Dysthymia,ADHD,A,6,,,
Dysthymia,Conduct disorder,A,1,,,
Dysthymia,Conduct disorder,A,2,,,
Dysthymia,Conduct disorder,A,3,,,
Dysthymia,Conduct disorder,A,4,,,
Dysthymia,Conduct disorder,A,5,,,
Dysthymia,Conduct disorder,A,6,,,
Dysthymia,ODD,A,1,,,
Dysthymia,ODD,A,2,,,
Dysthymia,ODD,A,3,,,
Dysthymia,ODD,A,4,,,
Dysthymia,ODD,A,5,,,
Dysthymia,ODD,A,6,,,
Dysthymia,Nicotine dependence,A,1,,,
Dysthymia,Nicotine dependence,A,2,,,
Dysthymia,Nicotine dependence,A,3,9.3,7.9,10.9
Dysthymia,Nicotine dependence,A,4,4.4,3.8,5.2
Dysthymia,Nicotine dependence,A,5,3,2.4,3.7
Dysthymia,Nicotine dependence,A,6,1.7,1.2,2.5
Dysthymia,Alcohol abuse,A,1,,,
Dysthymia,Alcohol abuse,A,2,,,
Dysthymia,Alcohol abuse,A,3,9.8,8.5,11.3
Dysthymia,Alcohol abuse,A,4,5.3,4.6,6.1
Dysthymia,Alcohol abuse,A,5,3.7,3.1,4.3
Dysthymia,Alcohol abuse,A,6,,,
Dysthymia,Alcohol dependence,A,1,,,
Dysthymia,Alcohol dependence,A,2,,,
Dysthymia,Alcohol dependence,A,3,,,
Dysthymia,Alcohol dependence,A,4,13.5,11.6,15.7
Dysthymia,Alcohol dependence,A,5,,,
Dysthymia,Alcohol dependence,A,6,,,
Dysthymia,Drug abuse,A,1,,,
Dysthymia,Drug abuse,A,2,,,
Dysthymia,Drug abuse,A,3,11.4,9.1,14.4
Dysthymia,Drug abuse,A,4,6.6,5.4,8.1
Dysthymia,Drug abuse,A,5,,,
Dysthymia,Drug abuse,A,6,,,
Dysthymia,Drug dependence,A,1,,,
Dysthymia,Drug dependence,A,2,,,
Dysthymia,Drug dependence,A,3,,,
Dysthymia,Drug dependence,A,4,,,
Dysthymia,Drug dependence,A,5,,,
Dysthymia,Drug dependence,A,6,,,
Dysthymia,MDE,B,1,158.2,135.7,184.4
Dysthymia,MDE,B,2,,,
Dysthymia,MDE,B,3,18.5,15.8,21.7
Dysthymia,MDE,B,4,9.7,8.2,11.4
Dysthymia,MDE,B,5,,,
Dysthymia,MDE,B,6,5.8,4.9,7
Dysthymia,Bipolar disorder,B,1,,,
Dysthymia,Bipolar disorder,B,2,,,
Dysthymia,Bipolar disorder,B,3,5.5,3,10.1
Dysthymia,Bipolar disorder,B,4,3.4,1.8,6.5
Dysthymia,Bipolar disorder,B,5,3.3,1.7,6.2
Dysthymia,Bipolar disorder,B,6,,,
Dysthymia,Panic disorder,B,1,,,
Dysthymia,Panic disorder,B,2,,,
Dysthymia,Panic disorder,B,3,,,
Dysthymia,Panic disorder,B,4,,,
Dysthymia,Panic disorder,B,5,,,
Dysthymia,Panic disorder,B,6,,,
Dysthymia,GAD,B,1,101.3,81.1,126.6
Dysthymia,GAD,B,2,,,
Dysthymia,GAD,B,3,16.4,13.1,20.6
Dysthymia,GAD,B,4,8.5,6.7,10.6
Dysthymia,GAD,B,5,5.6,4.3,7.4
Dysthymia,GAD,B,6,5.7,4.4,7.4
Dysthymia,Social phobia,B,1,,,
Dysthymia,Social phobia,B,2,,,
Dysthymia,Social phobia,B,3,8.3,6.3,10.8
Dysthymia,Social phobia,B,4,,,
Dysthymia,Social phobia,B,5,,,
Dysthymia,Social phobia,B,6,,,
Dysthymia,Specific phobia,B,1,,,
Dysthymia,Specific phobia,B,2,,,
Dysthymia,Specific phobia,B,3,,,
Dysthymia,Specific phobia,B,4,,,
Dysthymia,Specific phobia,B,5,,,
Dysthymia,Specific phobia,B,6,,,
Dysthymia,Agoraphobia,B,1,,,
Dysthymia,Agoraphobia,B,2,,,
Dysthymia,Agoraphobia,B,3,,,
Dysthymia,Agoraphobia,B,4,,,
Dysthymia,Agoraphobia,B,5,,,
Dysthymia,Agoraphobia,B,6,,,
Dysthymia,PTSD,B,1,,,
Dysthymia,PTSD,B,2,,,
Dysthymia,PTSD,B,3,10.5,7.9,14
Dysthymia,PTSD,B,4,5.9,4.4,8
Dysthymia,PTSD,B,5,,,
Dysthymia,PTSD,B,6,4.4,3.2,6.1
Dysthymia,OCD,B,1,,,
Dysthymia,OCD,B,2,,,
Dysthymia,OCD,B,3,,,
Dysthymia,OCD,B,4,,,
Dysthymia,OCD,B,5,,,
Dysthymia,OCD,B,6,,,
Dysthymia,Adult SAD,B,1,,,
Dysthymia,Adult SAD,B,2,,,
Dysthymia,Adult SAD,B,3,,,
Dysthymia,Adult SAD,B,4,,,
Dysthymia,Adult SAD,B,5,,,
Dysthymia,Adult SAD,B,6,,,
Dysthymia,Child SAD,B,1,,,
Dysthymia,Child SAD,B,2,,,
Dysthymia,Child SAD,B,3,,,
Dysthymia,Child SAD,B,4,,,
Dysthymia,Child SAD,B,5,,,
Dysthymia,Child SAD,B,6,,,
Dysthymia,Anorexia nervosa,B,1,,,
Dysthymia,Anorexia nervosa,B,2,,,
Dysthymia,Anorexia nervosa,B,3,,,
Dysthymia,Anorexia nervosa,B,4,,,
Dysthymia,Anorexia nervosa,B,5,,,
Dysthymia,Anorexia nervosa,B,6,,,
Dysthymia,Bulimia nervosa,B,1,,,
Dysthymia,Bulimia nervosa,B,2,,,
Dysthymia,Bulimia nervosa,B,3,,,
Dysthymia,Bulimia nervosa,B,4,,,
Dysthymia,Bulimia nervosa,B,5,,,
Dysthymia,Bulimia nervosa,B,6,,,
Dysthymia,Binge eating disorder,B,1,,,
Dysthymia,Binge eating disorder,B,2,,,
Dysthymia,Binge eating disorder,B,3,,,
Dysthymia,Binge eating disorder,B,4,,,
Dysthymia,Binge eating disorder,B,5,,,
Dysthymia,Binge eating disorder,B,6,,,
Dysthymia,IED,B,1,,,
Dysthymia,IED,B,2,,,
Dysthymia,IED,B,3,,,
Dysthymia,IED,B,4,,,
Dysthymia,IED,B,5,,,
Dysthymia,IED,B,6,,,
Dysthymia,ADHD,B,1,,,
Dysthymia,ADHD,B,2,,,
Dysthymia,ADHD,B,3,,,
Dysthymia,ADHD,B,4,,,
Dysthymia,ADHD,B,5,,,
Dysthymia,ADHD,B,6,,,
Dysthymia,Conduct disorder,B,1,,,
Dysthymia,Conduct disorder,B,2,,,
Dysthymia,Conduct disorder,B,3,,,
Dysthymia,Conduct disorder,B,4,,,
Dysthymia,Conduct disorder,B,5,,,
Dysthymia,Conduct disorder,B,6,,,
Dysthymia,ODD,B,1,,,
Dysthymia,ODD,B,2,,,
Dysthymia,ODD,B,3,,,
Dysthymia,ODD,B,4,,,
Dysthymia,ODD,B,5,,,
Dysthymia,ODD,B,6,,,
Dysthymia,Nicotine dependence,B,1,,,
Dysthymia,Nicotine dependence,B,2,,,
Dysthymia,Nicotine dependence,B,3,2.6,1.7,4.1
Dysthymia,Nicotine dependence,B,4,1.3,0.7,2.1
Dysthymia,Nicotine dependence,B,5,1,0.6,1.6
Dysthymia,Nicotine dependence,B,6,0.6,0.3,1.2
Dysthymia,Alcohol abuse,B,1,,,
Dysthymia,Alcohol abuse,B,2,,,
Dysthymia,Alcohol abuse,B,3,3.7,2.6,5.3
Dysthymia,Alcohol abuse,B,4,2.1,1.4,3
Dysthymia,Alcohol abuse,B,5,1.7,1.1,2.4
Dysthymia,Alcohol abuse,B,6,,,
Dysthymia,Alcohol dependence,B,1,,,
Dysthymia,Alcohol dependence,B,2,,,
Dysthymia,Alcohol dependence,B,3,,,
Dysthymia,Alcohol dependence,B,4,4.2,2.5,6.9
Dysthymia,Alcohol dependence,B,5,,,
Dysthymia,Alcohol dependence,B,6,,,
Dysthymia,Drug abuse,B,1,,,
Dysthymia,Drug abuse,B,2,,,
Dysthymia,Drug abuse,B,3,3,1.6,5.6
Dysthymia,Drug abuse,B,4,1.8,0.9,3.4
Dysthymia,Drug abuse,B,5,,,
Dysthymia,Drug abuse,B,6,,,
Dysthymia,Drug dependence,B,1,,,
Dysthymia,Drug dependence,B,2,,,
Dysthymia,Drug dependence,B,3,,,
Dysthymia,Drug dependence,B,4,,,
Dysthymia,Drug dependence,B,5,,,
Dysthymia,Drug dependence,B,6,,,
Panic disorder,MDE,A,1,106,95.7,117.3
Panic disorder,MDE,A,2,45.3,41,50
Panic disorder,MDE,A,3,16.6,15.1,18.4
Panic disorder,MDE,A,4,8.4,7.6,9.2
Panic disorder,MDE,A,5,6.1,5.4,6.7
Panic disorder,MDE,A,6,4,3.3,4.8
Panic disorder,Bipolar disorder,A,1,,,
Panic disorder,Bipolar disorder,A,2,,,
Panic disorder,Bipolar disorder,A,3,19.5,16.3,23.2
Panic disorder,Bipolar disorder,A,4,10.9,8.5,14
Panic disorder,Bipolar disorder,A,5,,,
Panic disorder,Bipolar disorder,A,6,8.1,5.2,12.6
Panic disorder,Dysthymia,A,1,,,
Panic disorder,Dysthymia,A,2,,,
Panic disorder,Dysthymia,A,3,29.5,24.9,35
Panic disorder,Dysthymia,A,4,17.7,14.5,21.7
Panic disorder,Dysthymia,A,5,,,
Panic disorder,Dysthymia,A,6,9.3,6.2,14
Panic disorder,GAD,A,1,132.5,118.7,148
Panic disorder,GAD,A,2,,,
Panic disorder,GAD,A,3,24.2,21.6,27
Panic disorder,GAD,A,4,12.7,11.3,14.3
Panic disorder,GAD,A,5,9.2,8,10.6
Panic disorder,GAD,A,6,6.3,5,8
Panic disorder,Social phobia,A,1,,,
Panic disorder,Social phobia,A,2,,,
Panic disorder,Social phobia,A,3,,,
Panic disorder,Social phobia,A,4,,,
Panic disorder,Social phobia,A,5,,,
Panic disorder,Social phobia,A,6,,,
Panic disorder,Specific phobia,A,1,,,
Panic disorder,Specific phobia,A,2,,,
Panic disorder,Specific phobia,A,3,,,
Panic disorder,Specific phobia,A,4,,,
Panic disorder,Specific phobia,A,5,,,
Panic disorder,Specific phobia,A,6,,,
Panic disorder,Agoraphobia,A,1,,,
Panic disorder,Agoraphobia,A,2,,,
Panic disorder,Agoraphobia,A,3,,,
Panic disorder,Agoraphobia,A,4,,,
Panic disorder,Agoraphobia,A,5,,,
Panic disorder,Agoraphobia,A,6,,,
Panic disorder,PTSD,A,1,,,
Panic disorder,PTSD,A,2,,,
Panic disorder,PTSD,A,3,20.2,17.2,23.8
Panic disorder,PTSD,A,4,10.9,8.9,13.2
Panic disorder,PTSD,A,5,8.4,6.7,10.7
Panic disorder,PTSD,A,6,5.8,3.7,9.2
Panic disorder,OCD,A,1,,,
Panic disorder,OCD,A,2,,,
Panic disorder,OCD,A,3,,,
Panic disorder,OCD,A,4,,,
Panic disorder,OCD,A,5,,,
Panic disorder,OCD,A,6,,,
Panic disorder,Adult SAD,A,1,,,
Panic disorder,Adult SAD,A,2,,,
Panic disorder,Adult SAD,A,3,16.7,13.6,20.6
Panic disorder,Adult SAD,A,4,,,
Panic disorder,Adult SAD,A,5,,,
Panic disorder,Adult SAD,A,6,,,
Panic disorder,Child SAD,A,1,,,
Panic disorder,Child SAD,A,2,,,
Panic disorder,Child SAD,A,3,,,
Panic disorder,Child SAD,A,4,,,
Panic disorder,Child SAD,A,5,,,
Panic disorder,Child SAD,A,6,,,
Panic disorder,Anorexia nervosa,A,1,,,
Panic disorder,Anorexia nervosa,A,2,,,
Panic disorder,Anorexia nervosa,A,3,,,
Panic disorder,Anorexia nervosa,A,4,,,
Panic disorder,Anorexia nervosa,A,5,,,
Panic disorder,Anorexia nervosa,A,6,,,
Panic disorder,Bulimia nervosa,A,1,,,
Panic disorder,Bulimia nervosa,A,2,,,
Panic disorder,Bulimia nervosa,A,3,,,
Panic disorder,Bulimia nervosa,A,4,,,
Panic disorder,Bulimia nervosa,A,5,,,
Panic disorder,Bulimia nervosa,A,6,,,
Panic disorder,Binge eating disorder,A,1,,,
Panic disorder,Binge eating disorder,A,2,,,
Panic disorder,Binge eating disorder,A,3,,,
Panic disorder,Binge eating disorder,A,4,,,
Panic disorder,Binge eating disorder,A,5,,,
Panic disorder,Binge eating disorder,A,6,,,
Panic disorder,IED,A,1,,,
Panic disorder,IED,A,2,,,
Panic disorder,IED,A,3,,,
Panic disorder,IED,A,4,,,
Panic disorder,IED,A,5,,,
Panic disorder,IED,A,6,,,
Panic disorder,ADHD,A,1,,,
Panic disorder,ADHD,A,2,,,
Panic disorder,ADHD,A,3,,,
Panic disorder,ADHD,A,4,,,
Panic disorder,ADHD,A,5,,,
Panic disorder,ADHD,A,6,,,
Panic disorder,Conduct disorder,A,1,,,
Panic disorder,Conduct disorder,A,2,,,
Panic disorder,Conduct disorder,A,3,,,
Panic disorder,Conduct disorder,A,4,,,
Panic disorder,Conduct disorder,A,5,,,
Panic disorder,Conduct disorder,A,6,,,
Panic disorder,ODD,A,1,,,
Panic disorder,ODD,A,2,,,
Panic disorder,ODD,A,3,,,
Panic disorder,ODD,A,4,,,
Panic disorder,ODD,A,5,,,
Panic disorder,ODD,A,6,,,
Panic disorder,Nicotine dependence,A,1,,,
Panic disorder,Nicotine dependence,A,2,,,
Panic disorder,Nicotine dependence,A,3,10.7,9.2,12.5
Panic disorder,Nicotine dependence,A,4,4.6,3.7,5.8
Panic disorder,Nicotine dependence,A,5,,,
Panic disorder,Nicotine dependence,A,6,1.4,1.1,1.9
Panic disorder,Alcohol abuse,A,1,69.1,60.2,79.2
Panic disorder,Alcohol abuse,A,2,,,
Panic disorder,Alcohol abuse,A,3,10.8,9.3,12.5
Panic disorder,Alcohol abuse,A,4,5.4,4.5,6.4
Panic disorder,Alcohol abuse,A,5,3.5,2.9,4.4
Panic disorder,Alcohol abuse,A,6,2.4,1.6,3.7
Panic disorder,Alcohol dependence,A,1,,,
Panic disorder,Alcohol dependence,A,2,,,
Panic disorder,Alcohol dependence,A,3,22.8,19.2,27.2
Panic disorder,Alcohol dependence,A,4,11.9,9.4,14.9
Panic disorder,Alcohol dependence,A,5,,,
Panic disorder,Alcohol dependence,A,6,,,
Panic disorder,Drug abuse,A,1,,,
Panic disorder,Drug abuse,A,2,,,
Panic disorder,Drug abuse,A,3,,,
Panic disorder,Drug abuse,A,4,6.5,5.3,7.9
Panic disorder,Drug abuse,A,5,,,
Panic disorder,Drug abuse,A,6,,,
Panic disorder,Drug dependence,A,1,,,
Panic disorder,Drug dependence,A,2,,,
Panic disorder,Drug dependence,A,3,,,
Panic disorder,Drug dependence,A,4,,,
Panic disorder,Drug dependence,A,5,,,
Panic disorder,Drug dependence,A,6,,,
Panic disorder,MDE,B,1,64.2,55.2,74.6
Panic disorder,MDE,B,2,26.6,22.8,31.1
Panic disorder,MDE,B,3,9.7,8.4,11.4
Panic disorder,MDE,B,4,4.7,3.9,5.6
Panic disorder,MDE,B,5,3.4,2.8,4
Panic disorder,MDE,B,6,2.8,2.2,3.5
Panic disorder,Bipolar disorder,B,1,,,
Panic disorder,Bipolar disorder,B,2,,,
Panic disorder,Bipolar disorder,B,3,5.2,3.1,8.7
Panic disorder,Bipolar disorder,B,4,3,1.6,5.5
Panic disorder,Bipolar disorder,B,5,,,
Panic disorder,Bipolar disorder,B,6,3.5,1.8,6.8
Panic disorder,Dysthymia,B,1,,,
Panic disorder,Dysthymia,B,2,,,
Panic disorder,Dysthymia,B,3,10.2,6.9,15.1
Panic disorder,Dysthymia,B,4,6.2,4,9.6
Panic disorder,Dysthymia,B,5,,,
Panic disorder,Dysthymia,B,6,4.8,2.7,8.4
Panic disorder,GAD,B,1,63.5,51.4,78.4
Panic disorder,GAD,B,2,,,
Panic disorder,GAD,B,3,11.3,9,14.2
Panic disorder,GAD,B,4,5.8,4.6,7.4
Panic disorder,GAD,B,5,4.1,3.2,5.4
Panic disorder,GAD,B,6,3.6,2.7,4.8
Panic disorder,Social phobia,B,1,,,
Panic disorder,Social phobia,B,2,,,
Panic disorder,Social phobia,B,3,,,
Panic disorder,Social phobia,B,4,,,
Panic disorder,Social phobia,B,5,,,
Panic disorder,Social phobia,B,6,,,
Panic disorder,Specific phobia,B,1,,,
Panic disorder,Specific phobia,B,2,,,
Panic disorder,Specific phobia,B,3,,,
Panic disorder,Specific phobia,B,4,,,
Panic disorder,Specific phobia,B,5,,,
Panic disorder,Specific phobia,B,6,,,
Panic disorder,Agoraphobia,B,1,,,
Panic disorder,Agoraphobia,B,2,,,
Panic disorder,Agoraphobia,B,3,,,
Panic disorder,Agoraphobia,B,4,,,
Panic disorder,Agoraphobia,B,5,,,
Panic disorder,Agoraphobia,B,6,,,
Panic disorder,PTSD,B,1,,,
Panic disorder,PTSD,B,2,,,
Panic disorder,PTSD,B,3,9.2,6.2,13.6
Panic disorder,PTSD,B,4,4.8,3.1,7.4
Panic disorder,PTSD,B,5,3.9,2.5,6.1
Panic disorder,PTSD,B,6,3.3,1.8,6.2
Panic disorder,OCD,B,1,,,
Panic disorder,OCD,B,2,,,
Panic disorder,OCD,B,3,,,
Panic disorder,OCD,B,4,,,
Panic disorder,OCD,B,5,,,
Panic disorder,OCD,B,6,,,
Panic disorder,Adult SAD,B,1,,,
Panic disorder,Adult SAD,B,2,,,
Panic disorder,Adult SAD,B,3,2.8,1.4,5.8
Panic disorder,Adult SAD,B,4,,,
Panic disorder,Adult SAD,B,5,,,
Panic disorder,Adult SAD,B,6,,,
Panic disorder,Child SAD,B,1,,,
Panic disorder,Child SAD,B,2,,,
Panic disorder,Child SAD,B,3,,,
Panic disorder,Child SAD,B,4,,,
Panic disorder,Child SAD,B,5,,,
Panic disorder,Child SAD,B,6,,,
Panic disorder,Anorexia nervosa,B,1,,,
Panic disorder,Anorexia nervosa,B,2,,,
Panic disorder,Anorexia nervosa,B,3,,,
Panic disorder,Anorexia nervosa,B,4,,,
Panic disorder,Anorexia nervosa,B,5,,,
Panic disorder,Anorexia nervosa,B,6,,,
Panic disorder,Bulimia nervosa,B,1,,,
Panic disorder,Bulimia nervosa,B,2,,,
Panic disorder,Bulimia nervosa,B,3,,,
Panic disorder,Bulimia nervosa,B,4,,,
Panic disorder,Bulimia nervosa,B,5,,,
Panic disorder,Bulimia nervosa,B,6,,,
Panic disorder,Binge eating disorder,B,1,,,
Panic disorder,Binge eating disorder,B,2,,,
Panic disorder,Binge eating disorder,B,3,,,
Panic disorder,Binge eating disorder,B,4,,,
Panic disorder,Binge eating disorder,B,5,,,
Panic disorder,Binge eating disorder,B,6,,,
Panic disorder,IED,B,1,,,
Panic disorder,IED,B,2,,,
Panic disorder,IED,B,3,,,
Panic disorder,IED,B,4,,,
Panic disorder,IED,B,5,,,
Panic disorder,IED,B,6,,,
Panic disorder,ADHD,B,1,,,
Panic disorder,ADHD,B,2,,,
Panic disorder,ADHD,B,3,,,
Panic disorder,ADHD,B,4,,,
Panic disorder,ADHD,B,5,,,
Panic disorder,ADHD,B,6,,,
Panic disorder,Conduct disorder,B,1,,,
Panic disorder,Conduct disorder,B,2,,,
Panic disorder,Conduct disorder,B,3,,,
Panic disorder,Conduct disorder,B,4,,,
Panic disorder,Conduct disorder,B,5,,,
Panic disorder,Conduct disorder,B,6,,,
Panic disorder,ODD,B,1,,,
Panic disorder,ODD,B,2,,,
Panic disorder,ODD,B,3,,,
Panic disorder,ODD,B,4,,,
Panic disorder,ODD,B,5,,,
Panic disorder,ODD,B,6,,,
Panic disorder,Nicotine dependence,B,1,,,
Panic disorder,Nicotine dependence,B,2,,,
Panic disorder,Nicotine dependence,B,3,4,2.7,5.9
Panic disorder,Nicotine dependence,B,4,1.7,1.1,2.8
Panic disorder,Nicotine dependence,B,5,,,
Panic disorder,Nicotine dependence,B,6,0.7,0.4,1.1
Panic disorder,Alcohol abuse,B,1,40.2,31.8,51
Panic disorder,Alcohol abuse,B,2,,,
Panic disorder,Alcohol abuse,B,3,5.7,4.4,7.4
Panic disorder,Alcohol abuse,B,4,2.9,2.2,3.9
Panic disorder,Alcohol abuse,B,5,1.9,1.3,2.7
Panic disorder,Alcohol abuse,B,6,1.8,1.2,2.7
Panic disorder,Alcohol dependence,B,1,,,
Panic disorder,Alcohol dependence,B,2,,,
Panic disorder,Alcohol dependence,B,3,7.5,4.8,11.8
Panic disorder,Alcohol dependence,B,4,4.3,2.7,6.9
Panic disorder,Alcohol dependence,B,5,,,
Panic disorder,Alcohol dependence,B,6,,,
Panic disorder,Drug abuse,B,1,,,
Panic disorder,Drug abuse,B,2,,,
Panic disorder,Drug abuse,B,3,,,
Panic disorder,Drug abuse,B,4,2.2,1.4,3.7
Panic disorder,Drug abuse,B,5,,,
Panic disorder,Drug abuse,B,6,,,
Panic disorder,Drug dependence,B,1,,,
Panic disorder,Drug dependence,B,2,,,
Panic disorder,Drug dependence,B,3,,,
Panic disorder,Drug dependence,B,4,,,
Panic disorder,Drug dependence,B,5,,,
Panic disorder,Drug dependence,B,6,,,
GAD,MDE,A,1,113,107,119.4
GAD,MDE,A,2,49.4,46.8,52.1
GAD,MDE,A,3,19,17.9,20.1
GAD,MDE,A,4,9.9,9.3,10.5
GAD,MDE,A,5,7.2,6.6,7.8
GAD,MDE,A,6,5.3,4.7,6
GAD,Bipolar disorder,A,1,78.5,70,87.9
GAD,Bipolar disorder,A,2,38.4,34.2,43.2
GAD,Bipolar disorder,A,3,16.3,14.4,18.5
GAD,Bipolar disorder,A,4,9.4,7.9,11.3
GAD,Bipolar disorder,A,5,8.5,6.8,10.5
GAD,Bipolar disorder,A,6,9,6.5,12.5
GAD,Dysthymia,A,1,,,
GAD,Dysthymia,A,2,,,
GAD,Dysthymia,A,3,30.3,27.2,33.8
GAD,Dysthymia,A,4,18.9,16.6,21.6
GAD,Dysthymia,A,5,16.3,13.7,19.3
GAD,Dysthymia,A,6,13.9,10.8,17.9
GAD,Panic disorder,A,1,83.1,75.5,91.6
GAD,Panic disorder,A,2,,,
GAD,Panic disorder,A,3,17.4,15.6,19.4
GAD,Panic disorder,A,4,9.8,8.5,11.2
GAD,Panic disorder,A,5,,,
GAD,Panic disorder,A,6,6.7,5.1,8.8
GAD,Social phobia,A,1,85,78.8,91.8
GAD,Social phobia,A,2,,,
GAD,Social phobia,A,3,17,15.7,18.4
GAD,Social phobia,A,4,9.9,9,10.8
GAD,Social phobia,A,5,,,
GAD,Social phobia,A,6,,,
GAD,Specific phobia,A,1,,,
GAD,Specific phobia,A,2,,,
GAD,Specific phobia,A,3,,,
GAD,Specific phobia,A,4,,,
GAD,Specific phobia,A,5,,,
GAD,Specific phobia,A,6,,,
GAD,Agoraphobia,A,1,,,
GAD,Agoraphobia,A,2,,,
GAD,Agoraphobia,A,3,,,
GAD,Agoraphobia,A,4,,,
GAD,Agoraphobia,A,5,,,
GAD,Agoraphobia,A,6,,,
GAD,PTSD,A,1,100.8,91.3,111.2
GAD,PTSD,A,2,49.6,44.9,54.8
GAD,PTSD,A,3,21.2,19,23.5
GAD,PTSD,A,4,11.6,10.2,13.2
GAD,PTSD,A,5,10.2,8.6,12.1
GAD,PTSD,A,6,7.9,6,10.3
GAD,OCD,A,1,,,
GAD,OCD,A,2,,,
GAD,OCD,A,3,,,
GAD,OCD,A,4,,,
GAD,OCD,A,5,,,
GAD,OCD,A,6,,,
GAD,Adult SAD,A,1,,,
GAD,Adult SAD,A,2,,,
GAD,Adult SAD,A,3,,,
GAD,Adult SAD,A,4,8.5,7.1,10.2
GAD,Adult SAD,A,5,,,
GAD,Adult SAD,A,6,6.7,4.2,10.7
GAD,Child SAD,A,1,,,
GAD,Child SAD,A,2,,,
GAD,Child SAD,A,3,,,
GAD,Child SAD,A,4,,,
GAD,Child SAD,A,5,,,
GAD,Child SAD,A,6,,,
GAD,Anorexia nervosa,A,1,,,
GAD,Anorexia nervosa,A,2,,,
GAD,Anorexia nervosa,A,3,,,
GAD,Anorexia nervosa,A,4,,,
GAD,Anorexia nervosa,A,5,,,
GAD,Anorexia nervosa,A,6,,,
GAD,Bulimia nervosa,A,1,,,
GAD,Bulimia nervosa,A,2,,,
GAD,Bulimia nervosa,A,3,,,
GAD,Bulimia nervosa,A,4,,,
GAD,Bulimia nervosa,A,5,,,
GAD,Bulimia nervosa,A,6,,,
GAD,Binge eating disorder,A,1,,,
GAD,Binge eating disorder,A,2,,,
GAD,Binge eating disorder,A,3,10.6,9,12.6
GAD,Binge eating disorder,A,4,6.6,5.5,8
GAD,Binge eating disorder,A,5,,,
GAD,Binge eating disorder,A,6,4.9,2.9,8.1
GAD,IED,A,1,,,
GAD,IED,A,2,,,
GAD,IED,A,3,,,
GAD,IED,A,4,,,
GAD,IED,A,5,,,
GAD,IED,A,6,,,
GAD,ADHD,A,1,,,
GAD,ADHD,A,2,,,
GAD,ADHD,A,3,,,
GAD,ADHD,A,4,,,
GAD,ADHD,A,5,,,
GAD,ADHD,A,6,,,
GAD,Conduct disorder,A,1,,,
GAD,Conduct disorder,A,2,,,
GAD,Conduct disorder,A,3,,,
GAD,Conduct disorder,A,4,,,
GAD,Conduct disorder,A,5,,,
GAD,Conduct disorder,A,6,,,
GAD,ODD,A,1,,,
GAD,ODD,A,2,,,
GAD,ODD,A,3,,,
GAD,ODD,A,4,,,
GAD,ODD,A,5,,,
GAD,ODD,A,6,,,
GAD,Nicotine dependence,A,1,,,
GAD,Nicotine dependence,A,2,,,
